name,url
Vendor Certification and Regression Test Plan Chapter 1-7,https://numberportability.com/documents/8790/Vendor_Certification_and_Regression_Test_Plan_Chapter_1-7_R5.1.1_pre-producti_mcD511i.docx
Vendor Certification and Regression Test Plan Chapter 8,https://numberportability.com/documents/8794/Vendor_Certification_and_Regression_Test_Plan_Chapter_8_R5.1_02-06-2022_1.docx
Vendor Certification and Regression Test Plan Chapter 9,https://numberportability.com/documents/8798/Vendor_Certification_and_Regression_Test_Plan_Chapter_9_R5.1_02-06-2022_1.docx
Vendor Certification and Regression Test Plan Chapter 10,https://numberportability.com/documents/8802/Vendor_Certification_and_Regression_Test_Plan_Chapter_10_R5.1_02-06-2022_1.docx
Vendor Certification and Regression Test Plan Chapter 11,https://numberportability.com/documents/8806/Vendor_Certification_and_Regression_Test_Plan_Chapter_11_R5.1_02-06-2022_1.docx
Vendor Certification and Regression Test Plan Chapter 12,https://numberportability.com/documents/8810/Vendor_Certification_and_Regression_Test_Plan_Chapter_12_R5.1_02-06-2022_1.docx
Vendor Certification and Regression Test Plan Chapter 13,https://numberportability.com/documents/8814/Vendor_Certification_and_Regression_Test_Plan_Chapter_13_R5.1_02-06-2022_1.docx
Vendor Certification and Regression Test Plan Chapter 14,https://numberportability.com/documents/8818/Vendor_Certification_and_Regression_Test_Plan_Chapter_14_R5.1_02-06-2022_1.docx
Vendor Certification and Regression Test Plan Chapter 15,https://numberportability.com/documents/8822/Vendor_Certification_and_Regression_Test_Plan_Chapter_15_R5.1_02-06-2022_1.docx
Vendor Certification and Regression Test Plan Chapter 16,https://numberportability.com/documents/8826/Vendor_Certification_and_Regression_Test_Plan_Chapter_16_R5.1_02-06-2022_1.docx
Vendor Certification and Regression Test Plan Chapter 17,https://numberportability.com/documents/8830/Vendor_Certification_and_Regression_Test_Plan_Chapter_17_R5.1_02-06-2022_1.docx
Vendor Certification and Regression Test Plan Chapter 18,https://numberportability.com/documents/8834/Vendor_Certification_and_Regression_Test_Plan_Chapter_18_R5.1.1_pre-productio_TJLcwWm.docx
Release 5.1.1 Read Me,https://numberportability.com/documents/8786/Release_5.1.1_Read_Me.docx
FRS 5.1.1 Rev a - Pre-Production Review Copy 08-02-2022,https://numberportability.com/documents/8858/FRS_R5.1.1_Rev_a_-_Pre-Production_Copy_08-02-2022.docx
IIS 5.1.1 - Pre-Production Review Copy 08-02-2022,https://numberportability.com/documents/8862/IIS_R5.1.1_Rev_a_-_Pre-Production_Copy_08-02-2022.docx
EFD Errors Flows 5.1.1 - Pre-Production Review Copy 08-02-2022,https://numberportability.com/documents/8854/EFD_R5.1.1_Rev_a_-_Pre-Production_Copy_08-02-2022.docx
XIS R5.1.1 Rev a IntfVer 5.2 Pre-Production Copy 08-02-2022,https://numberportability.com/documents/8838/XIS_R5.1.1_Rev_a_IntfVer_5.2_Pre-Production_Copy_08-02-2022.docx
XML Schema L v5.2 08-02-2022,https://numberportability.com/documents/8846/XML_Schema_L_v5.2_08-02-2022.xsd
XML Schema S v5.2 08-02-2022,https://numberportability.com/documents/8850/XML_Schema_S_v5.2_08-02-2022.xsd
XML Mnemonics v5.2 08-02-2022,https://numberportability.com/documents/8842/XML_Mnemonics_v5.2_08-02-2022.xlsx
CO 554 â€“ XML LSMS Query Recovery,https://numberportability.com/documents/7466/CO_554_-_XML_LSMS_Query_Recovery_v2.docx
Vendor Certification and Regression Test Plan Chapter 1-7 R5.1,https://numberportability.com/documents/8169/Vendor_Certification_and_Regression_Test_Plan_Chapter_1-7_R5.1_02-06-2022.docx
Vendor Certification and Regression Test Plan Chapter 8 R5.1,https://numberportability.com/documents/8199/Vendor_Certification_and_Regression_Test_Plan_Chapter_8_R5.1_02-06-2022.docx
Vendor Certification and Regression Test Plan Chapter 9 R5.1,https://numberportability.com/documents/8179/Vendor_Certification_and_Regression_Test_Plan_Chapter_9_R5.1_02-06-2022.docx
Vendor Certification and Regression Test Plan Chapter 10 R5.1,https://numberportability.com/documents/8181/Vendor_Certification_and_Regression_Test_Plan_Chapter_10_R5.1_02-06-2022.docx
Vendor Certification and Regression Test Plan Chapter 11 R5.1,https://numberportability.com/documents/8183/Vendor_Certification_and_Regression_Test_Plan_Chapter_11_R5.1_02-06-2022.docx
Vendor Certification and Regression Test Plan Chapter 12 R5.1,https://numberportability.com/documents/8810/Vendor_Certification_and_Regression_Test_Plan_Chapter_12_R5.1_02-06-2022_1.docx
Vendor Certification and Regression Test Plan Chapter 13 R5.1,https://numberportability.com/documents/8185/Vendor_Certification_and_Regression_Test_Plan_Chapter_12_R5.1_02-06-2022.docx
Vendor Certification and Regression Test Plan Chapter 14 R5.1,https://numberportability.com/documents/8189/Vendor_Certification_and_Regression_Test_Plan_Chapter_14_R5.1_02-06-2022.docx
Vendor Certification and Regression Test Plan Chapter 15 R5.1,https://numberportability.com/documents/8191/Vendor_Certification_and_Regression_Test_Plan_Chapter_15_R5.1_02-06-2022.docx
Vendor Certification and Regression Test Plan Chapter 16 R5.1,https://numberportability.com/documents/8193/Vendor_Certification_and_Regression_Test_Plan_Chapter_16_R5.1_02-06-2022.docx
Vendor Certification and Regression Test Plan Chapter 17 R5.1,https://numberportability.com/documents/8195/Vendor_Certification_and_Regression_Test_Plan_Chapter_17_R5.1_02-06-2022.docx
Vendor Certification and Regression Test Plan Chapter 18 R5.1,https://numberportability.com/documents/8197/endor_Certification_and_Regression_Test_Plan_Chapter_18_R5.1_02-06-2022.docx
Release 5.1 Read Me,https://numberportability.com/documents/7853/Release_5.1_Read_Me.docx
Release 5.1 FRS Pre-Production Review Copy,https://numberportability.com/documents/7825/FRS_R5.1_Pre-Production_Review_Copy_08-03-2021.docx
Release 5.1 EFD Errors Flows Pre-Production Review Copy,https://numberportability.com/documents/7861/EFD_R5.1_-_Pre-Production_Review_Copy_08-03-2021.docx
Release 5.1 IIS Pre-Production Review Copy,https://numberportability.com/documents/7837/IIS_R5.1_-_Pre-Production_Review_Copy_08-03-2021.docx
Release 5.1 GDMO Pre-Production Review Copy,https://numberportability.com/documents/7833/GDMO_R5.1__Pre-Production_Review__08-03-2021.txt
Release 5.1 ASN.1 Pre-Production Review Copy,https://numberportability.com/documents/7821/ASN.1_R5.1_Pre-Production_Review_Copy_08-03-2021.txt
Release 5.1 XIS Pre-Production Review Copy,https://numberportability.com/documents/7841/XIS_R5.1_Pre-Production_Review_Copy_08-03-2021.docx
Release 5.1 XML -L- Schema Pre-Production Review Copy,https://numberportability.com/documents/7813/XML_Schema_L_R5.1_08-03-2021.txt
Release 5.1 XML -S- Schema Pre-Production Review Copy,https://numberportability.com/documents/7817/XML_Schema_S_R5.1_08-03-2021.txt
Release 5.1 XML Mnemonics Pre-Production Review Copy,https://numberportability.com/documents/7845/XML_Mnemonics_R5.1_08-03-2021.xlsx
Release 5.1 Optional Data XML Pre-Production Review Copy,https://numberportability.com/documents/7849/XML_Optional_Data_-_US_R5.1_Pre-Production_Review_Copy_08-03-2021.docx
FRS R5.1 02-06-2022,https://numberportability.com/documents/8198/FRS_R5.1_02-06-2022.docx
EFD R5.1 02-06-2022,https://numberportability.com/documents/8174/EFD_R5.1_02-06-2022.docx
IIS R5.1 02-06-2022,https://numberportability.com/documents/8202/IIS-R5.1-02-06-2022.docx
GDMO R5.0 10-25-2020,https://numberportability.com/documents/7142/GDMO_R5.0_10-26-2020.txt
ASN.1 R5.0 10-25-2020,https://numberportability.com/documents/7154/ASN.1_R5.0_10-25-2020.txt
XIS R5.1 02-06-2022,https://numberportability.com/documents/8190/XIS_R5.1_02-06-2022.docx
XML Schema (L) R5.1 02-06-2022,https://numberportability.com/documents/8186/XML_Schema_L_R5.1_02-06-2022.txt
XML Schema (S) R5.1 02-06-2022,https://numberportability.com/documents/8182/XML_Schema_S_R5.1_02-06-2022.txt
XML Mnemonics R5.1 02-06-2022,https://numberportability.com/documents/8178/XML_Mnemonics_R5.1_02-06-2022.xlsx
XML Optional Data US R5.0 10-25-2020.docx,https://numberportability.com/documents/7182/XML_Optional_Data_-_US_R5.0_10-25-2020.docx
